dataset,seed,class,sample_id,target,corrupt,valid,residual
fiveg_nidd,3,7,s161002,white_box,0.5714285714285714,True,0.0
fiveg_nidd,3,7,s161002,cross_seed,0.33333333333333337,True,0.0
fiveg_nidd,3,7,s161002,cross_arch,0.5714285714285714,True,0.0
fiveg_nidd,3,7,s322205,white_box,0.75,True,0.0
fiveg_nidd,3,7,s322205,cross_seed,0.5714285714285714,True,0.0
fiveg_nidd,3,7,s322205,cross_arch,0.33333333333333337,True,0.0
fiveg_nidd,3,7,s166729,white_box,0.75,True,0.0
fiveg_nidd,3,7,s166729,cross_seed,0.8888888888888888,False,0.0
fiveg_nidd,3,7,s166729,cross_arch,0.0,True,0.0
fiveg_nidd,3,7,s342985,white_box,0.5714285714285714,True,0.0
fiveg_nidd,3,7,s342985,cross_seed,0.33333333333333337,True,0.0
fiveg_nidd,3,7,s342985,cross_arch,0.8888888888888888,False,0.0
fiveg_nidd,3,7,s323310,white_box,0.75,True,0.0
