dataset,seed,sample_id,condition,certified_radius,certifiable,at_ceiling
ciciomt2024,1,s777900,A1_displacement,0.016924,1,0
ciciomt2024,1,s662359,A1_displacement,0.0,0,0
ciciomt2024,1,s196930,A1_displacement,0.0,0,0
ciciomt2024,1,s716860,A1_displacement,0.0,0,0
ciciomt2024,1,s271423,A1_displacement,0.0,0,0
ciciomt2024,1,s643074,A1_displacement,0.0,0,0
ciciomt2024,1,s693174,A1_displacement,0.068415,1,0
ciciomt2024,1,s713676,A1_displacement,0.0,0,0
ciciomt2024,1,s287875,A1_displacement,0.0,0,0
ciciomt2024,1,s630353,A1_displacement,0.0,0,0
ciciomt2024,1,s192712,A1_displacement,0.0,0,0
ciciomt2024,1,s253445,A1_displacement,0.030704,1,0
ciciomt2024,1,s654164,A1_displacement,0.0,0,0
ciciomt2024,1,s720302,A1_displacement,0.044649,1,0
ciciomt2024,1,s757385,A1_displacement,0.0,0,0
ciciomt2024,1,s700617,A1_displacement,0.0,0,0
ciciomt2024,1,s189452,A1_displacement,0.0,0,0
ciciomt2024,1,s679979,A1_displacement,0.0,0,0
ciciomt2024,1,s222680,A1_displacement,0.041214,1,0
ciciomt2024,1,s734307,A1_displacement,0.0,0,0
ciciomt2024,1,s594141,A1_displacement,0.0,0,0
ciciomt2024,1,s611433,A1_displacement,0.0,0,0
ciciomt2024,1,s297694,A1_displacement,0.0,0,0
ciciomt2024,1,s593579,A1_displacement,0.0,0,0
ciciomt2024,1,s257356,A1_displacement,0.0,0,0
ciciomt2024,1,s167347,A1_displacement,0.0,0,0
ciciomt2024,1,s747271,A1_displacement,0.0,0,0
ciciomt2024,1,s578900,A1_displacement,0.0,0,0
ciciomt2024,1,s616878,A1_displacement,0.022902,1,0
ciciomt2024,1,s190913,A3_scaffolding,0.0,0,0
ciciomt2024,1,s188267,A3_scaffolding,0.0,0,0
ciciomt2024,1,s713712,A3_scaffolding,0.0,0,0
ciciomt2024,1,s763375,A3_scaffolding,0.0,0,0
ciciomt2024,1,s703422,A3_scaffolding,0.0,0,0
ciciomt2024,1,s691962,A3_scaffolding,0.0,0,0
ciciomt2024,1,s314730,A3_scaffolding,0.0,0,0
ciciomt2024,1,s270993,A3_scaffolding,0.0,0,0
