dataset,seed,sample_id,condition,certified_radius,certifiable,at_ceiling
fiveg_nidd,0,s313388,A1_displacement,0.0,0,0
fiveg_nidd,0,s118599,A1_displacement,0.0,0,0
fiveg_nidd,0,s129888,A1_displacement,0.014629,1,0
fiveg_nidd,0,s341111,A1_displacement,0.0,0,0
fiveg_nidd,0,s134375,A1_displacement,0.0,0,0
fiveg_nidd,0,s135091,A1_displacement,0.0,0,0
fiveg_nidd,0,s134477,A1_displacement,0.0,0,0
fiveg_nidd,0,s305096,A1_displacement,0.0,0,0
fiveg_nidd,0,s302737,A1_displacement,0.0,0,0
fiveg_nidd,0,s313193,A1_displacement,0.0,0,0
fiveg_nidd,0,s292175,A1_displacement,0.0,0,0
fiveg_nidd,0,s179653,A1_displacement,0.0,0,0
fiveg_nidd,0,s142652,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s129551,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s140444,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s350314,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s324688,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s143546,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s119913,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s293339,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s179833,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s305325,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s140433,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s135482,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s324030,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s293500,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s303750,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s316302,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s293495,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s340087,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s143477,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s141529,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s140681,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s141150,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s304225,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s312287,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s143382,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s177878,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s315997,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s140282,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s339968,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s304502,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s316504,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s350274,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s134692,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s158772,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s323492,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s107418,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s140828,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s314919,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s119595,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s317411,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s315447,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s107719,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s314273,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s142924,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s159289,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s134927,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s119388,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s303374,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s313388,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s118599,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s129888,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s341111,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s134375,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s135091,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s134477,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s305096,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s302737,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s313193,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s292175,A3_scaffolding,0.0,0,0
fiveg_nidd,0,s179653,A3_scaffolding,0.0,0,0
fiveg_nidd,1,s310229,clean,0.0,0,0
fiveg_nidd,1,s170696,clean,0.059487,1,0
fiveg_nidd,1,s124336,clean,0.0,0,0
fiveg_nidd,1,s160493,clean,0.0,0,0
fiveg_nidd,1,s310797,clean,0.0,0,0
fiveg_nidd,1,s157252,clean,0.0,0,0
fiveg_nidd,1,s155797,clean,0.0,0,0
fiveg_nidd,1,s170203,clean,0.0,0,0
fiveg_nidd,1,s124243,clean,0.0,0,0
fiveg_nidd,1,s139354,clean,0.0,0,0
fiveg_nidd,1,s139056,clean,0.0,0,0
fiveg_nidd,1,s125998,clean,0.0,0,0
fiveg_nidd,1,s120511,clean,0.0,0,0
fiveg_nidd,1,s161040,clean,0.0,0,0
